Name;Smiles;Inchi;CasRN;MeltingPoint;BoilingPoint;WaterSolubility_mg_mL;LogP;Ref;ppm_exp;n_peaks_exp;multiplicity_exp;n_Hs_exp;atom_number_exp;peak_centers_exp;ExperimentalConditions;ppm_pred;n_peaks_pred;multiplicity_pred;n_Hs_pred;atom_number_pred;peak_centers_pred;predCondition
TG(i-14:0/i-17:0/a-17:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-7-47(6)39-33-27-21-14-11-12-15-22-28-34-40-49(52)55-43-48(44-56-50(53)41-35-29-23-18-17-20-26-32-38-46(4)5)57-51(54)42-36-30-24-16-10-8-9-13-19-25-31-37-45(2)3/h45-48H,7-44H2,1-6H3/t47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100057;;;;;;;;;;;;;;
TG(14:0/i-17:0/a-17:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-6-8-9-10-11-12-14-21-26-31-36-41-49(52)55-44-48(57-51(54)43-38-33-28-23-16-13-15-19-24-29-34-39-46(3)4)45-56-50(53)42-37-32-27-22-18-17-20-25-30-35-40-47(5)7-2/h46-48H,6-45H2,1-5H3/t47?,48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100058;;;;;;;;;;;;;;
TG(14:0/i-17:0/i-17:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-6-7-8-9-10-11-14-21-26-31-36-41-49(52)55-44-48(57-51(54)43-38-33-28-23-18-13-16-20-25-30-35-40-47(4)5)45-56-50(53)42-37-32-27-22-17-12-15-19-24-29-34-39-46(2)3/h46-48H,6-45H2,1-5H3/t48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100059;;;;;;;;;;;;;;
TG(i-14:0/i-17:0/17:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-6-7-8-9-10-11-12-13-14-17-20-26-31-36-41-49(52)55-44-48(45-56-50(53)42-37-32-27-23-22-25-30-35-40-47(4)5)57-51(54)43-38-33-28-21-18-15-16-19-24-29-34-39-46(2)3/h46-48H,6-45H2,1-5H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100060;;;;;;;;;;;;;;
TG(i-14:0/i-17:0/i-17:0);[H][C@@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-45(2)37-31-25-19-13-9-7-11-15-22-28-34-40-49(52)55-43-48(44-56-50(53)41-35-29-23-18-17-21-27-33-39-47(5)6)57-51(54)42-36-30-24-16-12-8-10-14-20-26-32-38-46(3)4/h45-48H,7-44H2,1-6H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100062;;;;;;;;;;;;;;
TG(14:0/17:0/17:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-4-7-10-13-16-19-22-24-26-29-32-35-38-41-44-50(53)56-47-48(46-55-49(52)43-40-37-34-31-28-21-18-15-12-9-6-3)57-51(54)45-42-39-36-33-30-27-25-23-20-17-14-11-8-5-2/h48H,4-47H2,1-3H3/t48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100064;;;;;;;;;;;;;;
TG(14:0/17:0/a-17:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-5-8-10-12-14-16-18-19-20-22-28-32-36-40-44-51(54)57-48(45-55-49(52)42-38-34-30-26-21-17-15-13-11-9-6-2)46-56-50(53)43-39-35-31-27-24-23-25-29-33-37-41-47(4)7-3/h47-48H,5-46H2,1-4H3/t47?,48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100066;;;;;;;;;;;;;;
TG(i-14:0/a-17:0/i-18:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-7-48(6)40-34-28-22-15-12-13-17-25-31-37-43-52(55)58-49(45-57-51(54)42-36-30-24-19-18-21-27-33-39-47(4)5)44-56-50(53)41-35-29-23-16-11-9-8-10-14-20-26-32-38-46(2)3/h46-49H,7-45H2,1-6H3/t48?,49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100067;;;;;;;;;;;;;;
TG(14:0/a-17:0/18:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-5-8-10-12-14-16-18-19-20-21-23-28-32-36-40-44-51(54)57-47-49(46-56-50(53)43-39-35-31-27-22-17-15-13-11-9-6-2)58-52(55)45-41-37-33-29-25-24-26-30-34-38-42-48(4)7-3/h48-49H,5-47H2,1-4H3/t48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100068;;;;;;;;;;;;;;
TG(14:0/a-17:0/i-18:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-6-8-9-10-11-12-15-22-27-32-37-42-50(53)56-45-49(58-52(55)44-39-34-29-24-19-18-21-26-31-36-41-48(5)7-2)46-57-51(54)43-38-33-28-23-17-14-13-16-20-25-30-35-40-47(3)4/h47-49H,6-46H2,1-5H3/t48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100070;;;;;;;;;;;;;;
TG(14:0/i-17:0/i-18:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-6-7-8-9-10-11-15-22-27-32-37-42-50(53)56-45-49(58-52(55)44-39-34-29-24-19-14-17-21-26-31-36-41-48(4)5)46-57-51(54)43-38-33-28-23-18-13-12-16-20-25-30-35-40-47(2)3/h47-49H,6-46H2,1-5H3/t49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100073;;;;;;;;;;;;;;
TG(i-14:0/i-17:0/18:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-6-7-8-9-10-11-12-13-14-15-18-21-27-32-37-42-50(53)56-45-49(46-57-51(54)43-38-33-28-24-23-26-31-36-41-48(4)5)58-52(55)44-39-34-29-22-19-16-17-20-25-30-35-40-47(2)3/h47-49H,6-46H2,1-5H3/t49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100074;;;;;;;;;;;;;;
TG(i-14:0/i-17:0/i-18:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-46(2)38-32-26-20-14-10-7-8-12-16-23-29-35-41-50(53)56-44-49(45-57-51(54)42-36-30-24-19-18-22-28-34-40-48(5)6)58-52(55)43-37-31-25-17-13-9-11-15-21-27-33-39-47(3)4/h46-49H,7-45H2,1-6H3/t49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100075;;;;;;;;;;;;;;
TG(i-14:0/17:0/18:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C52H100O6/c1-5-7-9-11-13-15-17-19-21-23-24-26-31-35-39-43-50(53)56-46-49(47-57-51(54)44-40-36-32-29-28-30-34-38-42-48(3)4)58-52(55)45-41-37-33-27-25-22-20-18-16-14-12-10-8-6-2/h48-49H,5-47H2,1-4H3/t49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100076;;;;;;;;;;;;;;
TG(14:0/17:0/i-18:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C52H100O6/c1-5-7-9-11-13-15-17-18-19-25-29-33-37-41-45-52(55)58-49(46-56-50(53)43-39-35-31-27-22-16-14-12-10-8-6-2)47-57-51(54)44-40-36-32-28-24-21-20-23-26-30-34-38-42-48(3)4/h48-49H,5-47H2,1-4H3/t49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100078;;;;;;;;;;;;;;
TG(14:0/a-17:0/19:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C53H102O6/c1-5-8-10-12-14-16-18-19-20-21-22-24-29-33-37-41-45-52(55)58-48-50(47-57-51(54)44-40-36-32-28-23-17-15-13-11-9-6-2)59-53(56)46-42-38-34-30-26-25-27-31-35-39-43-49(4)7-3/h49-50H,5-48H2,1-4H3/t49?,50-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100080;;;;;;;;;;;;;;
TG(i-14:0/a-17:0/19:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C53H102O6/c1-6-8-9-10-11-12-13-14-15-16-17-18-22-28-33-38-43-51(54)57-46-50(47-58-52(55)44-39-34-29-25-24-26-31-36-41-48(3)4)59-53(56)45-40-35-30-23-20-19-21-27-32-37-42-49(5)7-2/h48-50H,6-47H2,1-5H3/t49?,50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100081;;;;;;;;;;;;;;
TG(14:0/a-17:0/i-19:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C53H102O6/c1-6-8-9-10-11-12-16-23-28-33-38-43-51(54)57-46-50(59-53(56)45-40-35-30-25-20-19-22-27-32-37-42-49(5)7-2)47-58-52(55)44-39-34-29-24-18-15-13-14-17-21-26-31-36-41-48(3)4/h48-50H,6-47H2,1-5H3/t49?,50-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100082;;;;;;;;;;;;;;
TG(i-14:0/i-17:0/19:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C53H102O6/c1-6-7-8-9-10-11-12-13-14-15-16-19-22-28-33-38-43-51(54)57-46-50(47-58-52(55)44-39-34-29-25-24-27-32-37-42-49(4)5)59-53(56)45-40-35-30-23-20-17-18-21-26-31-36-41-48(2)3/h48-50H,6-47H2,1-5H3/t50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100086;;;;;;;;;;;;;;
TG(i-14:0/17:0/19:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C53H102O6/c1-5-7-9-11-13-15-17-19-21-22-24-25-27-32-36-40-44-51(54)57-47-50(48-58-52(55)45-41-37-33-30-29-31-35-39-43-49(3)4)59-53(56)46-42-38-34-28-26-23-20-18-16-14-12-10-8-6-2/h49-50H,5-48H2,1-4H3/t50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100088;;;;;;;;;;;;;;
TG(14:0/17:0/i-19:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C53H102O6/c1-5-7-9-11-13-15-17-18-21-26-30-34-38-42-46-53(56)59-50(47-57-51(54)44-40-36-32-28-23-16-14-12-10-8-6-2)48-58-52(55)45-41-37-33-29-25-22-19-20-24-27-31-35-39-43-49(3)4/h49-50H,5-48H2,1-4H3/t50-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100090;;;;;;;;;;;;;;
TG(14:0/a-17:0/20:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C54H104O6/c1-5-8-10-12-14-16-18-19-20-21-22-23-25-30-34-38-42-46-53(56)59-49-51(48-58-52(55)45-41-37-33-29-24-17-15-13-11-9-6-2)60-54(57)47-43-39-35-31-27-26-28-32-36-40-44-50(4)7-3/h50-51H,5-49H2,1-4H3/t50?,51-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100092;;;;;;;;;;;;;;
TG(i-14:0/a-17:0/20:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C54H104O6/c1-6-8-9-10-11-12-13-14-15-16-17-18-19-23-29-34-39-44-52(55)58-47-51(48-59-53(56)45-40-35-30-26-25-27-32-37-42-49(3)4)60-54(57)46-41-36-31-24-21-20-22-28-33-38-43-50(5)7-2/h49-51H,6-48H2,1-5H3/t50?,51-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100093;;;;;;;;;;;;;;
TG(14:0/a-17:0/i-20:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C54H104O6/c1-6-8-9-10-11-12-17-24-29-34-39-44-52(55)58-47-51(60-54(57)46-41-36-31-26-21-20-23-28-33-38-43-50(5)7-2)48-59-53(56)45-40-35-30-25-19-16-14-13-15-18-22-27-32-37-42-49(3)4/h49-51H,6-48H2,1-5H3/t50?,51-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100094;;;;;;;;;;;;;;
TG(14:0/i-17:0/20:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C54H104O6/c1-5-7-9-11-13-15-17-18-19-20-21-22-26-30-34-38-42-46-53(56)59-49-51(48-58-52(55)45-41-37-33-29-24-16-14-12-10-8-6-2)60-54(57)47-43-39-35-31-27-23-25-28-32-36-40-44-50(3)4/h50-51H,5-49H2,1-4H3/t51-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100095;;;;;;;;;;;;;;
TG(14:0/i-17:0/i-20:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C54H104O6/c1-6-7-8-9-10-11-17-24-29-34-39-44-52(55)58-47-51(60-54(57)46-41-36-31-26-21-16-19-23-28-33-38-43-50(4)5)48-59-53(56)45-40-35-30-25-20-15-13-12-14-18-22-27-32-37-42-49(2)3/h49-51H,6-48H2,1-5H3/t51-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100097;;;;;;;;;;;;;;
TG(i-14:0/i-17:0/20:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C54H104O6/c1-6-7-8-9-10-11-12-13-14-15-16-17-20-23-29-34-39-44-52(55)58-47-51(48-59-53(56)45-40-35-30-26-25-28-33-38-43-50(4)5)60-54(57)46-41-36-31-24-21-18-19-22-27-32-37-42-49(2)3/h49-51H,6-48H2,1-5H3/t51-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100098;;;;;;;;;;;;;;
TG(i-14:0/i-17:0/i-20:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C54H104O6/c1-48(2)40-34-28-22-16-12-9-7-8-10-14-18-25-31-37-43-52(55)58-46-51(47-59-53(56)44-38-32-26-21-20-24-30-36-42-50(5)6)60-54(57)45-39-33-27-19-15-11-13-17-23-29-35-41-49(3)4/h48-51H,7-47H2,1-6H3/t51-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100099;;;;;;;;;;;;;;
TG(i-14:0/17:0/20:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C54H104O6/c1-5-7-9-11-13-15-17-19-21-22-23-25-26-28-33-37-41-45-52(55)58-48-51(49-59-53(56)46-42-38-34-31-30-32-36-40-44-50(3)4)60-54(57)47-43-39-35-29-27-24-20-18-16-14-12-10-8-6-2/h50-51H,5-49H2,1-4H3/t51-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100100;;;;;;;;;;;;;;
TG(14:0/17:0/20:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C54H104O6/c1-4-7-10-13-16-19-22-24-26-27-28-30-32-35-38-41-44-47-53(56)59-50-51(49-58-52(55)46-43-40-37-34-31-21-18-15-12-9-6-3)60-54(57)48-45-42-39-36-33-29-25-23-20-17-14-11-8-5-2/h51H,4-50H2,1-3H3/t51-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100101;;;;;;;;;;;;;;
TG(14:0/17:0/i-20:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C54H104O6/c1-5-7-9-11-13-15-17-18-22-27-31-35-39-43-47-54(57)60-51(48-58-52(55)45-41-37-33-29-24-16-14-12-10-8-6-2)49-59-53(56)46-42-38-34-30-26-23-20-19-21-25-28-32-36-40-44-50(3)4/h50-51H,5-49H2,1-4H3/t51-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100102;;;;;;;;;;;;;;
TG(14:0/a-17:0/a-21:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C55H106O6/c1-6-9-10-11-12-13-18-25-30-35-40-45-53(56)59-48-52(61-55(58)47-42-37-32-27-22-21-24-29-34-39-44-51(5)8-3)49-60-54(57)46-41-36-31-26-20-17-15-14-16-19-23-28-33-38-43-50(4)7-2/h50-52H,6-49H2,1-5H3/t50?,51?,52-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100103;;;;;;;;;;;;;;
TG(i-14:0/a-17:0/a-21:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C55H106O6/c1-7-50(5)42-36-30-24-17-13-11-9-10-12-14-19-26-32-38-44-53(56)59-47-52(48-60-54(57)45-39-33-27-22-21-23-29-35-41-49(3)4)61-55(58)46-40-34-28-20-16-15-18-25-31-37-43-51(6)8-2/h49-52H,7-48H2,1-6H3/t50?,51?,52-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100104;;;;;;;;;;;;;;
TG(14:0/a-17:0/21:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C55H106O6/c1-5-8-10-12-14-16-18-19-20-21-22-23-24-26-31-35-39-43-47-54(57)60-50-52(49-59-53(56)46-42-38-34-30-25-17-15-13-11-9-6-2)61-55(58)48-44-40-36-32-28-27-29-33-37-41-45-51(4)7-3/h51-52H,5-50H2,1-4H3/t51?,52-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100106;;;;;;;;;;;;;;
TG(i-14:0/a-17:0/21:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C55H106O6/c1-6-8-9-10-11-12-13-14-15-16-17-18-19-20-24-30-35-40-45-53(56)59-48-52(49-60-54(57)46-41-36-31-27-26-28-33-38-43-50(3)4)61-55(58)47-42-37-32-25-22-21-23-29-34-39-44-51(5)7-2/h50-52H,6-49H2,1-5H3/t51?,52-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100107;;;;;;;;;;;;;;
TG(14:0/a-17:0/i-21:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C55H106O6/c1-6-8-9-10-11-12-18-25-30-35-40-45-53(56)59-48-52(61-55(58)47-42-37-32-27-22-21-24-29-34-39-44-51(5)7-2)49-60-54(57)46-41-36-31-26-20-17-15-13-14-16-19-23-28-33-38-43-50(3)4/h50-52H,6-49H2,1-5H3/t51?,52-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100108;;;;;;;;;;;;;;
TG(14:0/i-17:0/21:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C55H106O6/c1-5-7-9-11-13-15-17-18-19-20-21-22-23-27-31-35-39-43-47-54(57)60-50-52(49-59-53(56)46-42-38-34-30-25-16-14-12-10-8-6-2)61-55(58)48-44-40-36-32-28-24-26-29-33-37-41-45-51(3)4/h51-52H,5-50H2,1-4H3/t52-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100109;;;;;;;;;;;;;;
TG(i-14:0/17:0/i-21:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C55H106O6/c1-6-7-8-9-10-11-12-13-18-22-25-32-37-42-47-55(58)61-52(49-60-54(57)46-41-36-31-27-26-29-34-39-44-51(4)5)48-59-53(56)45-40-35-30-24-21-19-16-14-15-17-20-23-28-33-38-43-50(2)3/h50-52H,6-49H2,1-5H3/t52-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100110;;;;;;;;;;;;;;
TG(i-14:0/i-17:0/a-21:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C55H106O6/c1-7-51(6)43-37-31-25-18-14-10-8-9-11-15-19-26-32-38-44-53(56)59-47-52(48-60-54(57)45-39-33-27-22-21-24-30-36-42-50(4)5)61-55(58)46-40-34-28-20-16-12-13-17-23-29-35-41-49(2)3/h49-52H,7-48H2,1-6H3/t51?,52-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100111;;;;;;;;;;;;;;
TG(14:0/i-17:0/a-21:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C55H106O6/c1-6-8-9-10-11-12-18-25-30-35-40-45-53(56)59-48-52(61-55(58)47-42-37-32-27-22-17-19-23-28-33-38-43-50(3)4)49-60-54(57)46-41-36-31-26-21-16-14-13-15-20-24-29-34-39-44-51(5)7-2/h50-52H,6-49H2,1-5H3/t51?,52-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100112;;;;;;;;;;;;;;
TG(i-14:0/17:0/a-21:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C55H106O6/c1-6-8-9-10-11-12-13-14-18-22-25-32-37-42-47-55(58)61-52(49-60-54(57)46-41-36-31-27-26-28-33-38-43-50(3)4)48-59-53(56)45-40-35-30-24-21-19-16-15-17-20-23-29-34-39-44-51(5)7-2/h50-52H,6-49H2,1-5H3/t51?,52-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100115;;;;;;;;;;;;;;
TG(i-14:0/17:0/21:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C55H106O6/c1-5-7-9-11-13-15-17-19-21-22-23-24-26-27-29-34-38-42-46-53(56)59-49-52(50-60-54(57)47-43-39-35-32-31-33-37-41-45-51(3)4)61-55(58)48-44-40-36-30-28-25-20-18-16-14-12-10-8-6-2/h51-52H,5-50H2,1-4H3/t52-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100117;;;;;;;;;;;;;;
