Name;Smiles;Inchi;CasRN;MeltingPoint;BoilingPoint;WaterSolubility_mg_mL;LogP;Ref;ppm_exp;n_peaks_exp;multiplicity_exp;n_Hs_exp;atom_number_exp;peak_centers_exp;ExperimentalConditions;ppm_pred;n_peaks_pred;multiplicity_pred;n_Hs_pred;atom_number_pred;peak_centers_pred;predCondition
TG(16:0/a-13:0/15:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC(C)CC;InChI=1S/C47H90O6/c1-5-8-10-12-14-16-18-20-22-24-26-31-35-39-46(49)52-42-44(53-47(50)40-36-32-28-27-29-33-37-43(4)7-3)41-51-45(48)38-34-30-25-23-21-19-17-15-13-11-9-6-2/h43-44H,5-42H2,1-4H3/t43?,44-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103769;;;;;;;;;;;;;;
TG(16:0/a-13:0/i-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)CC;InChI=1S/C47H90O6/c1-6-8-9-10-11-12-13-14-15-18-21-27-32-37-45(48)51-40-44(53-47(50)39-34-29-24-23-26-31-36-43(5)7-2)41-52-46(49)38-33-28-22-19-16-17-20-25-30-35-42(3)4/h42-44H,6-41H2,1-5H3/t43?,44-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103771;;;;;;;;;;;;;;
TG(16:0/i-13:0/15:0);[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC(C)C;InChI=1S/C47H90O6/c1-5-7-9-11-13-15-17-19-21-23-27-31-35-39-46(49)52-42-44(53-47(50)40-36-32-28-24-25-29-33-37-43(3)4)41-51-45(48)38-34-30-26-22-20-18-16-14-12-10-8-6-2/h43-44H,5-42H2,1-4H3/t44-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103772;;;;;;;;;;;;;;
TG(i-16:0/13:0/i-15:0);[H][C@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC;InChI=1S/C47H90O6/c1-6-7-8-9-10-11-17-24-29-34-39-47(50)53-44(41-52-46(49)38-33-28-23-19-14-16-21-26-31-36-43(4)5)40-51-45(48)37-32-27-22-18-13-12-15-20-25-30-35-42(2)3/h42-44H,6-41H2,1-5H3/t44-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103773;;;;;;;;;;;;;;
TG(i-16:0/i-13:0/a-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCC(C)C;InChI=1S/C47H90O6/c1-7-43(6)35-29-23-17-12-13-19-25-31-37-46(49)52-40-44(53-47(50)38-32-26-20-14-16-22-28-34-42(4)5)39-51-45(48)36-30-24-18-11-9-8-10-15-21-27-33-41(2)3/h41-44H,7-40H2,1-6H3/t43?,44-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103774;;;;;;;;;;;;;;
TG(16:0/i-13:0/a-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCC(C)C;InChI=1S/C47H90O6/c1-6-8-9-10-11-12-13-14-15-16-22-27-32-37-45(48)51-40-44(53-47(50)39-34-29-24-19-20-25-30-35-42(3)4)41-52-46(49)38-33-28-23-18-17-21-26-31-36-43(5)7-2/h42-44H,6-41H2,1-5H3/t43?,44-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103775;;;;;;;;;;;;;;
TG(16:0/i-13:0/i-15:0);[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCC(C)C;InChI=1S/C47H90O6/c1-6-7-8-9-10-11-12-13-14-17-22-27-32-37-45(48)51-40-44(53-47(50)39-34-29-24-19-21-26-31-36-43(4)5)41-52-46(49)38-33-28-23-18-15-16-20-25-30-35-42(2)3/h42-44H,6-41H2,1-5H3/t44-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103776;;;;;;;;;;;;;;
TG(i-16:0/i-13:0/15:0);[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCC(C)C;InChI=1S/C47H90O6/c1-6-7-8-9-10-11-12-13-17-22-27-32-37-45(48)51-40-44(53-47(50)39-34-29-24-19-21-26-31-36-43(4)5)41-52-46(49)38-33-28-23-18-15-14-16-20-25-30-35-42(2)3/h42-44H,6-41H2,1-5H3/t44-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103777;;;;;;;;;;;;;;
TG(i-16:0/13:0/a-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC;InChI=1S/C47H90O6/c1-6-8-9-10-11-12-16-24-29-34-39-47(50)53-44(41-52-46(49)38-33-28-23-19-18-21-26-31-36-43(5)7-2)40-51-45(48)37-32-27-22-17-14-13-15-20-25-30-35-42(3)4/h42-44H,6-41H2,1-5H3/t43?,44-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103778;;;;;;;;;;;;;;
TG(i-16:0/i-13:0/i-15:0);[H][C@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCC(C)C;InChI=1S/C47H90O6/c1-41(2)33-27-21-15-10-7-8-12-18-24-30-36-45(48)51-39-44(53-47(50)38-32-26-20-14-17-23-29-35-43(5)6)40-52-46(49)37-31-25-19-13-9-11-16-22-28-34-42(3)4/h41-44H,7-40H2,1-6H3/t44-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103779;;;;;;;;;;;;;;
TG(i-16:0/13:0/15:0);[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC;InChI=1S/C47H90O6/c1-5-7-9-11-13-15-17-18-23-26-30-34-38-45(48)51-41-44(53-47(50)40-36-32-28-22-16-14-12-10-8-6-2)42-52-46(49)39-35-31-27-24-20-19-21-25-29-33-37-43(3)4/h43-44H,5-42H2,1-4H3/t44-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103780;;;;;;;;;;;;;;
TG(16:0/13:0/15:0);[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCC;InChI=1S/C47H90O6/c1-4-7-10-13-16-19-22-24-26-29-31-34-37-40-46(49)52-43-44(53-47(50)41-38-35-32-27-21-18-15-12-9-6-3)42-51-45(48)39-36-33-30-28-25-23-20-17-14-11-8-5-2/h44H,4-43H2,1-3H3/t44-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103781;;;;;;;;;;;;;;
TG(16:0/13:0/i-15:0);[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC;InChI=1S/C47H90O6/c1-5-7-9-11-13-15-17-18-19-23-26-30-34-38-45(48)51-41-44(53-47(50)40-36-32-28-22-16-14-12-10-8-6-2)42-52-46(49)39-35-31-27-24-20-21-25-29-33-37-43(3)4/h43-44H,5-42H2,1-4H3/t44-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103782;;;;;;;;;;;;;;
TG(16:0/13:0/a-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC;InChI=1S/C47H90O6/c1-5-8-10-12-14-16-18-19-20-22-26-30-34-38-45(48)51-41-44(53-47(50)40-36-32-28-21-17-15-13-11-9-6-2)42-52-46(49)39-35-31-27-24-23-25-29-33-37-43(4)7-3/h43-44H,5-42H2,1-4H3/t43?,44-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103783;;;;;;;;;;;;;;
TG(i-16:0/i-16:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C;InChI=1S/C48H92O6/c1-7-44(6)36-30-24-20-21-26-32-38-47(50)53-41-45(54-48(51)39-33-27-19-15-11-9-13-17-23-29-35-43(4)5)40-52-46(49)37-31-25-18-14-10-8-12-16-22-28-34-42(2)3/h42-45H,7-41H2,1-6H3/t44?,45-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103784;;;;;;;;;;;;;;
TG(16:0/16:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC;InChI=1S/C48H92O6/c1-5-8-10-12-14-16-18-20-22-24-26-31-35-39-46(49)52-42-45(43-53-47(50)40-36-32-29-28-30-34-38-44(4)7-3)54-48(51)41-37-33-27-25-23-21-19-17-15-13-11-9-6-2/h44-45H,5-43H2,1-4H3/t44?,45-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103785;;;;;;;;;;;;;;
TG(i-16:0/a-13:0/16:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)CC;InChI=1S/C48H92O6/c1-6-8-9-10-11-12-13-14-15-19-22-28-33-38-46(49)52-41-45(54-48(51)40-35-30-25-24-27-32-37-44(5)7-2)42-53-47(50)39-34-29-23-20-17-16-18-21-26-31-36-43(3)4/h43-45H,6-42H2,1-5H3/t44?,45-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103786;;;;;;;;;;;;;;
TG(16:0/a-13:0/i-16:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)CC;InChI=1S/C48H92O6/c1-6-8-9-10-11-12-13-14-15-19-22-28-33-38-46(49)52-41-45(54-48(51)40-35-30-25-24-27-32-37-44(5)7-2)42-53-47(50)39-34-29-23-20-17-16-18-21-26-31-36-43(3)4/h43-45H,6-42H2,1-5H3/t44?,45-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103787;;;;;;;;;;;;;;
TG(16:0/16:0/i-13:0);[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC;InChI=1S/C48H92O6/c1-5-7-9-11-13-15-17-19-21-23-27-31-35-39-46(49)52-42-45(43-53-47(50)40-36-32-29-25-26-30-34-38-44(3)4)54-48(51)41-37-33-28-24-22-20-18-16-14-12-10-8-6-2/h44-45H,5-43H2,1-4H3/t45-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103788;;;;;;;;;;;;;;
TG(i-16:0/i-16:0/13:0);[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C;InChI=1S/C48H92O6/c1-6-7-8-9-10-11-18-23-28-33-38-46(49)52-41-45(54-48(51)40-35-30-25-20-15-13-17-22-27-32-37-44(4)5)42-53-47(50)39-34-29-24-19-14-12-16-21-26-31-36-43(2)3/h43-45H,6-42H2,1-5H3/t45-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103789;;;;;;;;;;;;;;
TG(16:0/i-13:0/i-16:0);[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCC(C)C;InChI=1S/C48H92O6/c1-6-7-8-9-10-11-12-13-14-18-23-28-33-38-46(49)52-41-45(54-48(51)40-35-30-25-20-22-27-32-37-44(4)5)42-53-47(50)39-34-29-24-19-16-15-17-21-26-31-36-43(2)3/h43-45H,6-42H2,1-5H3/t45-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103790;;;;;;;;;;;;;;
TG(i-16:0/i-13:0/16:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCC(C)C;InChI=1S/C48H92O6/c1-6-7-8-9-10-11-12-13-14-18-23-28-33-38-46(49)52-41-45(54-48(51)40-35-30-25-20-22-27-32-37-44(4)5)42-53-47(50)39-34-29-24-19-16-15-17-21-26-31-36-43(2)3/h43-45H,6-42H2,1-5H3/t45-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103791;;;;;;;;;;;;;;
TG(i-16:0/i-16:0/i-13:0);[H][C@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C;InChI=1S/C48H92O6/c1-42(2)34-28-22-16-11-7-9-13-19-25-31-37-46(49)52-40-45(41-53-47(50)38-32-26-21-15-18-24-30-36-44(5)6)54-48(51)39-33-27-20-14-10-8-12-17-23-29-35-43(3)4/h42-45H,7-41H2,1-6H3/t45-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103792;;;;;;;;;;;;;;
TG(i-16:0/13:0/16:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC;InChI=1S/C48H92O6/c1-5-7-9-11-13-15-17-18-19-24-27-31-35-39-46(49)52-42-45(54-48(51)41-37-33-29-23-16-14-12-10-8-6-2)43-53-47(50)40-36-32-28-25-21-20-22-26-30-34-38-44(3)4/h44-45H,5-43H2,1-4H3/t45-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103793;;;;;;;;;;;;;;
TG(16:0/16:0/13:0);[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC;InChI=1S/C48H92O6/c1-4-7-10-13-16-19-22-24-26-29-32-35-38-41-47(50)53-44-45(43-52-46(49)40-37-34-31-28-21-18-15-12-9-6-3)54-48(51)42-39-36-33-30-27-25-23-20-17-14-11-8-5-2/h45H,4-44H2,1-3H3/t45-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103794;;;;;;;;;;;;;;
TG(16:0/13:0/i-16:0);[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC;InChI=1S/C48H92O6/c1-5-7-9-11-13-15-17-18-19-24-27-31-35-39-46(49)52-42-45(54-48(51)41-37-33-29-23-16-14-12-10-8-6-2)43-53-47(50)40-36-32-28-25-21-20-22-26-30-34-38-44(3)4/h44-45H,5-43H2,1-4H3/t45-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103795;;;;;;;;;;;;;;
TG(16:0/a-13:0/a-17:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCC(C)CC;InChI=1S/C49H94O6/c1-6-9-10-11-12-13-14-15-16-20-23-29-34-39-47(50)53-42-46(55-49(52)41-36-31-26-25-28-33-38-45(5)8-3)43-54-48(51)40-35-30-24-21-18-17-19-22-27-32-37-44(4)7-2/h44-46H,6-43H2,1-5H3/t44?,45?,46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103796;;;;;;;;;;;;;;
TG(i-16:0/a-13:0/a-17:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCC(C)CC;InChI=1S/C49H94O6/c1-7-44(5)36-30-24-18-14-10-12-16-20-27-33-39-48(51)54-42-46(55-49(52)40-34-28-22-21-25-31-37-45(6)8-2)41-53-47(50)38-32-26-19-15-11-9-13-17-23-29-35-43(3)4/h43-46H,7-42H2,1-6H3/t44?,45?,46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103797;;;;;;;;;;;;;;
TG(16:0/a-13:0/i-17:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)CC;InChI=1S/C49H94O6/c1-6-8-9-10-11-12-13-14-17-20-23-29-34-39-47(50)53-42-46(55-49(52)41-36-31-26-25-28-33-38-45(5)7-2)43-54-48(51)40-35-30-24-21-18-15-16-19-22-27-32-37-44(3)4/h44-46H,6-43H2,1-5H3/t45?,46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103801;;;;;;;;;;;;;;
TG(16:0/i-13:0/17:0);[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-5-7-9-11-13-15-17-19-21-23-25-29-33-37-41-48(51)54-44-46(55-49(52)42-38-34-30-26-27-31-35-39-45(3)4)43-53-47(50)40-36-32-28-24-22-20-18-16-14-12-10-8-6-2/h45-46H,5-44H2,1-4H3/t46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103802;;;;;;;;;;;;;;
TG(i-16:0/13:0/i-17:0);[H][C@@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC;InChI=1S/C49H94O6/c1-6-7-8-9-10-11-19-26-31-36-41-49(52)55-46(43-54-48(51)40-35-30-25-21-16-15-18-23-28-33-38-45(4)5)42-53-47(50)39-34-29-24-20-14-12-13-17-22-27-32-37-44(2)3/h44-46H,6-43H2,1-5H3/t46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103803;;;;;;;;;;;;;;
TG(i-16:0/i-13:0/a-17:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-7-45(6)37-31-25-19-13-9-11-15-21-27-33-39-48(51)54-42-46(55-49(52)40-34-28-22-16-18-24-30-36-44(4)5)41-53-47(50)38-32-26-20-14-10-8-12-17-23-29-35-43(2)3/h43-46H,7-42H2,1-6H3/t45?,46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103804;;;;;;;;;;;;;;
TG(16:0/i-13:0/a-17:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-6-8-9-10-11-12-13-14-15-19-24-29-34-39-47(50)53-42-46(55-49(52)41-36-31-26-21-22-27-32-37-44(3)4)43-54-48(51)40-35-30-25-20-17-16-18-23-28-33-38-45(5)7-2/h44-46H,6-43H2,1-5H3/t45?,46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103805;;;;;;;;;;;;;;
TG(16:0/i-13:0/i-17:0);[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-6-7-8-9-10-11-12-13-16-19-24-29-34-39-47(50)53-42-46(55-49(52)41-36-31-26-21-23-28-33-38-45(4)5)43-54-48(51)40-35-30-25-20-17-14-15-18-22-27-32-37-44(2)3/h44-46H,6-43H2,1-5H3/t46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103806;;;;;;;;;;;;;;
TG(i-16:0/13:0/a-17:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC;InChI=1S/C49H94O6/c1-6-8-9-10-11-12-19-26-31-36-41-49(52)55-46(42-53-47(50)39-34-29-24-20-15-13-17-22-27-32-37-44(3)4)43-54-48(51)40-35-30-25-21-16-14-18-23-28-33-38-45(5)7-2/h44-46H,6-43H2,1-5H3/t45?,46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103808;;;;;;;;;;;;;;
TG(i-16:0/i-13:0/i-17:0);[H][C@@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-43(2)35-29-23-17-12-8-7-9-14-20-26-32-38-47(50)53-41-46(55-49(52)40-34-28-22-16-19-25-31-37-45(5)6)42-54-48(51)39-33-27-21-15-11-10-13-18-24-30-36-44(3)4/h43-46H,7-42H2,1-6H3/t46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103809;;;;;;;;;;;;;;
TG(i-16:0/13:0/17:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC;InChI=1S/C49H94O6/c1-5-7-9-11-13-15-17-18-19-20-25-28-32-36-40-47(50)53-43-46(55-49(52)42-38-34-30-24-16-14-12-10-8-6-2)44-54-48(51)41-37-33-29-26-22-21-23-27-31-35-39-45(3)4/h45-46H,5-44H2,1-4H3/t46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103810;;;;;;;;;;;;;;
TG(16:0/13:0/i-17:0);[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC;InChI=1S/C49H94O6/c1-5-7-9-11-13-15-17-18-21-25-28-32-36-40-47(50)53-43-46(55-49(52)42-38-34-30-24-16-14-12-10-8-6-2)44-54-48(51)41-37-33-29-26-22-19-20-23-27-31-35-39-45(3)4/h45-46H,5-44H2,1-4H3/t46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103812;;;;;;;;;;;;;;
TG(16:0/13:0/a-17:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC;InChI=1S/C49H94O6/c1-5-8-10-12-14-16-18-19-20-25-28-32-36-40-47(50)53-43-46(55-49(52)42-38-34-30-24-17-15-13-11-9-6-2)44-54-48(51)41-37-33-29-26-22-21-23-27-31-35-39-45(4)7-3/h45-46H,5-44H2,1-4H3/t45?,46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103813;;;;;;;;;;;;;;
TG(i-16:0/a-13:0/i-18:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)CC;InChI=1S/C50H96O6/c1-7-46(6)38-32-26-22-23-29-35-41-50(53)56-47(43-55-49(52)40-34-28-21-17-13-12-15-19-25-31-37-45(4)5)42-54-48(51)39-33-27-20-16-11-9-8-10-14-18-24-30-36-44(2)3/h44-47H,7-43H2,1-6H3/t46?,47-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103814;;;;;;;;;;;;;;
TG(16:0/a-13:0/18:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC(C)CC;InChI=1S/C50H96O6/c1-5-8-10-12-14-16-18-20-21-23-25-27-29-34-38-42-49(52)55-45-47(56-50(53)43-39-35-31-30-32-36-40-46(4)7-3)44-54-48(51)41-37-33-28-26-24-22-19-17-15-13-11-9-6-2/h46-47H,5-45H2,1-4H3/t46?,47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103815;;;;;;;;;;;;;;
TG(16:0/a-13:0/i-18:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)CC;InChI=1S/C50H96O6/c1-6-8-9-10-11-12-13-14-18-21-24-30-35-40-48(51)54-43-47(56-50(53)42-37-32-27-26-29-34-39-46(5)7-2)44-55-49(52)41-36-31-25-22-19-16-15-17-20-23-28-33-38-45(3)4/h45-47H,6-44H2,1-5H3/t46?,47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103817;;;;;;;;;;;;;;
TG(16:0/i-13:0/18:0);[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC(C)C;InChI=1S/C50H96O6/c1-5-7-9-11-13-15-17-19-20-22-24-26-30-34-38-42-49(52)55-45-47(56-50(53)43-39-35-31-27-28-32-36-40-46(3)4)44-54-48(51)41-37-33-29-25-23-21-18-16-14-12-10-8-6-2/h46-47H,5-45H2,1-4H3/t47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103818;;;;;;;;;;;;;;
TG(16:0/i-13:0/i-18:0);[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCC(C)C;InChI=1S/C50H96O6/c1-6-7-8-9-10-11-12-13-17-20-25-30-35-40-48(51)54-43-47(56-50(53)42-37-32-27-22-24-29-34-39-46(4)5)44-55-49(52)41-36-31-26-21-18-15-14-16-19-23-28-33-38-45(2)3/h45-47H,6-44H2,1-5H3/t47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0103820;;;;;;;;;;;;;;
